customer_id,customer_name,category
CL3725,Kelly Lowe,business
CL3726,John Ford,individual
CL3727,James Buckley,business
CL3728,Julie Turner,individual
CL3729,Daniel Ramirez,business
CL3730,Kelly Mcdonald,business
CL3731,Christian Smith,business
CL3732,Linda Johnson,individual
CL3733,William Glenn,business
CL3734,Rodney Norton,business
CL3735,Courtney Mendoza,business
CL3736,Jamie Stevens,individual
CL3737,Brandy Manning,individual
CL3738,Karen Ramirez,individual
CL3739,Sarah Mcfarland,individual
CL3740,Walter Booth,business
CL3741,Andrea Newman,business
CL3742,Dana Barker,business
CL3743,Regina Murray,business
CL3744,Brenda Suarez,business
CL3745,Angel Malone,business
CL3746,Zachary Flowers,individual
CL3747,Erik Luna,individual
CL3748,Steven Pruitt,business
CL3749,Travis Reyes,business
CL3750,Chloe Lang,individual
CL3751,Adam Reeves,business
CL3752,Manuel Hayes,individual
CL3753,Timothy Middleton,business
CL3754,Whitney Richards,business
CL3755,Ronald Chase,business
CL3756,Linda Wilson,business
CL3757,Emma Mendoza MD,business
CL3758,Lisa Perry,business
CL3759,Elaine White,individual
CL3760,Mark Pena,individual
CL3761,Michelle Gillespie,business
CL3762,Brian Ballard,business
CL3763,Kevin Smith,business
CL3764,Mark Douglas,individual
CL3765,Nicholas Stewart,individual
CL3766,Shannon Wade,business
CL3767,Julie Baldwin,business
CL3768,Jonathan Cooper,business
CL3769,Jeffery Chase,business
CL3770,Audrey Griffin,business
CL3771,Lynn White,business
CL3772,Melissa Brown,business
CL3773,Katie Miller,business
CL3774,Karen Porter,individual
CL3775,Debra Peters,business
CL3776,Tristan Jacobs,business
CL3777,Carol Mejia,business
CL3778,Melinda Lewis,individual
CL3779,Dr. Angela George,individual
CL3780,Julia Garcia,business
CL3781,Jeremy Whitney,business
CL3782,Rebecca Dixon,individual
CL3783,Jessica Harrison,business
CL3784,Kenneth Mcgee,business
CL3785,Charles Jordan,business
CL3786,Marissa Robinson,business
CL3787,Stephanie Chavez,individual
CL3788,Danielle Simmons,business
CL3789,Shannon Walsh,individual
CL3790,Michael Powell,business
CL3791,Jason Chen,individual
CL3792,Aaron Adams,individual
CL3793,Kevin Owens,individual
CL3794,Samantha Perez,business
CL3795,George Neal,individual
CL3796,Misty Perry,business
CL3797,Jessica May,business
CL3798,Dawn Walls,business
CL3799,Shannon Rivera,business
CL3800,Austin Decker,individual
CL3801,Cassandra Walker,business
CL3802,Kimberly Doyle,business
CL3803,Stephen Mason,individual
CL3804,Abigail Lee,business
CL3805,Timothy Arellano,individual
CL3806,Jeremy Booker,business
CL3807,Kim Fisher,business
CL3808,Vickie Day,business
CL3809,Ashley Nicholson DVM,individual
CL3810,Brian Lewis,business
CL3811,James Wilson,business
CL3812,Eugene Brown,business
CL3813,Linda Holloway,business
CL3814,Sean Lee,business
CL3815,Crystal Hammond,individual
CL3816,Michelle Nash,business
CL3817,Cathy Brown,individual
CL3818,Ethan Ball,individual
CL3819,Robert Walton,business
CL3820,Michaela Baldwin,business
CL3821,Nicholas Moore,business
CL3822,Joseph Christian,individual
CL3823,Amy Bradley,business
CL3824,Judy Casey,individual
CL3825,Julie Hurst,business
CL3826,Chad Fisher,business
CL3827,Sharon Jordan,business
CL3828,William Jones IV,business
CL3829,Michael Woodard,business
CL3830,Mary Simmons,business
CL3831,Andrew Blevins,individual
CL3832,Sherry Griffin,individual
CL3833,Amanda Suarez,business
CL3834,Sarah Jennings,individual
CL3835,Jaime Jones,business
CL3836,Patricia King,business
CL3837,Jose Mckenzie,business
CL3838,Andrew Williams,individual
CL3839,Thomas Carr,individual
CL3840,William Smith,individual
CL3841,Deanna Moss,individual
CL3842,Melanie Kim,business
CL3843,Joseph Ferguson,business
CL3844,Ryan Smith,individual
CL3845,Clinton Golden,individual
CL3846,Megan Hampton,individual
CL3847,Corey Gates,business
CL3848,Vicki Hayes,business
CL3849,Carol Smith,individual
CL3850,Jacob Bailey,business
CL3851,Brian Vang,business
CL3852,Erika Silva,business
CL3853,Mr. Logan Fisher,individual
CL3854,Daniel Roberts,business
CL3855,Jessica Cross,business
CL3856,Jessica Weaver,individual
CL3857,Hector Garcia,business
CL3858,Amy Reynolds,individual
CL3859,Jerry Jones,business
CL3860,Melinda Walker,business
CL3861,Mark Hahn,individual
CL3862,Carolyn Anthony,business
CL3863,Emily Diaz,individual
CL3864,Zachary Brown,business
CL3865,Karen Montoya,individual
CL3866,Sierra Murray,individual
CL3867,Virginia Suarez,business
CL3868,Mr. Jacob Mendoza,business
CL3869,Daniel Brock,business
CL3870,James Nelson,business
CL3871,Daniel Nguyen,individual
CL3872,Ashley Daniels,business
CL3873,Mr. Ernest Gonzalez,individual
CL3874,Dawn Harris,individual
CL3875,Tony Smith,individual
CL3876,Robert Carter,business
CL3877,Eric Bradford,individual
CL3878,April Diaz,business
CL3879,Julie Smith,business
CL3880,Dana Hill,business
CL3881,Mary Ward,individual
CL3882,Edward Clements,individual
CL3883,George Duran,individual
CL3884,Leah Woods,business
CL3885,Douglas West,individual
CL3886,John King,individual
CL3887,Brian Cook,business
CL3888,Michele Adams,business
CL3889,Riley Reed,business
CL3890,Richard Brown,business
CL3891,Melinda Davis,business
CL3892,Brian Downs,individual
CL3893,Sara Patterson,individual
CL3894,Karen Burke,business
CL3895,Evelyn Smith,business
CL3896,Jennifer Ward,business
CL3897,Zachary Jimenez,individual
CL3898,Mrs. Faith Banks PhD,business
CL3899,Kaylee Walter,business
CL3900,Michael Flynn,business
CL3901,Antonio Thompson,individual
CL3902,Roy Ochoa,business
CL3903,Amy Riley,business
CL3904,David Hansen,business
CL3905,Sarah Flores,individual
CL3906,Barbara Harrison,business
CL3907,Michelle Beasley,individual
CL3908,Caitlin Bullock,business
CL3909,Alyssa Bush,business
CL3910,Margaret Banks,business
CL3911,Pamela Lang,business
CL3912,Patrick Rhodes,business
CL3913,Courtney Walsh,business
CL3914,Gwendolyn Fisher,individual
CL3915,Patrick Allen,business
CL3916,Natasha Rodriguez,business
CL3917,Christine Parker,individual
CL3918,Erika Brewer,individual
CL3919,Evelyn Macias,individual
CL3920,Sarah Hernandez,business
CL3921,Daniel Boyer,business
CL3922,Sara Peterson,business
CL3923,Rachel Silva,business
CL3924,Roy Holder,business
CL3925,James Martinez,individual
CL3926,Heather Edwards,business
CL3927,William Benton,individual
CL3928,Michael Quinn,business
CL3929,Eric Stone,business
CL3930,Dr. Michael Turner,business
CL3931,Christopher Scott,business
CL3932,Reginald Rice MD,business
CL3933,Leslie Levy,business
CL3934,Michael Collier,business
CL3935,Julie Leblanc,business
CL3936,Eddie Smith,business
CL3937,David Peterson,individual
CL3938,Edward Long,business
CL3939,Veronica Thomas,business
CL3940,Brian Chavez,individual
CL3941,Steven Foster,individual
CL3942,Daniel Moyer,individual
CL3943,Brandon Costa,business
CL3944,Jose Bell,business
CL3945,Michael Sparks,business
CL3946,Chase Logan DDS,business
CL3947,Amy Scott,individual
CL3948,James Rhodes,business
CL3949,Sharon Ruiz,business
CL3950,Paul Walker,business
CL3951,Heather Estrada,business
CL3952,Michael Butler,business
CL3953,Jordan Hopkins,business
CL3954,Julia Allen,business
CL3955,Heather Wilson,business
CL3956,Andrea Wilson,business
CL3957,Robert Black,business
CL3958,Robert Collins,business
CL3959,Nicholas Stanton,business
CL3960,Paige Nichols,individual
CL3961,Olivia Morton,business
CL3962,Walter Thornton,business
CL3963,Mark Vazquez,business
CL3964,Grace Taylor,business
CL3965,Crystal Reeves,individual
CL3966,Cody Bell,business
CL3967,Kimberly Strong,individual
CL3968,Darryl Lopez,individual
CL3969,Bryan Perez,business
CL3970,Regina Vincent,individual
CL3971,Michele Johnson,individual
CL3972,Angela Stafford,business
CL3973,Debra Murray,business
CL3974,Chelsea Russell,individual
CL3975,Dominique Hodge,business
CL3976,Steven Cole,individual
CL3977,Cory Francis,individual
CL3978,Paula Miller,business
CL3979,Jill Burton,individual
CL3980,Steven Rodriguez,business
CL3981,Maria Shaw,business
CL3982,Karen Moses,individual
CL3983,Erik Hicks,individual
CL3984,Eric James,business
CL3985,Katherine Smith,individual
CL3986,Sheila Pacheco,individual
CL3987,Savannah Williams,business
CL3988,Sydney Chavez,business
CL3989,Howard Davis,business
CL3990,Eric Clark,business
CL3991,Brooke Walton,business
CL3992,Lori Adams,individual
CL3993,Thomas Dougherty,business
CL3994,Alyssa Baxter,individual
CL3995,Jose Jones,business
CL3996,Melinda Chapman,business
CL3997,Roger Watson,business
CL3998,Kirsten Pruitt,individual
CL3999,Pamela Salazar,individual
CL4000,Heather Anderson,business
CL4001,Nicole Morgan,business
CL4002,James Snyder,business
CL4003,Miguel Hammond,individual
CL4004,Shawn Stewart,business
CL4005,Angela Guzman,business
CL4006,Kimberly Perkins,individual
CL4007,Kimberly Richards,business
CL4008,Brad Young,business
CL4009,Latasha Stanton,business
CL4010,Ryan Kelly,individual
CL4011,Andrew Armstrong,business
CL4012,Larry Rivera,business
CL4013,Jack Skinner,business
CL4014,Terry Kelley,business
CL4015,Courtney Jones,business
CL4016,Michael Valencia,individual
CL4017,Mark King,business
CL4018,Carl Mitchell,business
CL4019,Brandon Moore,individual
CL4020,Nicole Mckenzie,business
CL4021,Rachel Gibson,business
CL4022,Tonya Gonzales,business
CL4023,Tracy Cunningham,business
CL4024,Richard Stevenson,individual
CL4025,Debra Miller,business
CL4026,Tammy Cobb,individual
CL4027,Michael Mcgee,individual
CL4028,Clarence David,individual
CL4029,Elizabeth Spears,business
CL4030,James King,business
CL4031,Yvonne Garcia,business
CL4032,Tyler Reed,business
CL4033,Sheila Leon,business
CL4034,Leah Williams,business
CL4035,Matthew Miller,business
CL4036,Mr. William Mitchell DVM,individual
CL4037,Christopher Ho,business
CL4038,Ann Morris,business
CL4039,Lori Porter,business
CL4040,Jerry Walls,individual
CL4041,Sara Henry,business
CL4042,Micheal Parker,individual
CL4043,Lisa Butler,business
CL4044,Laura Jackson,business
CL4045,Amanda Flores DVM,individual
CL4046,David Barajas,business
CL4047,Laura Pearson,individual
CL4048,Robert Ross MD,business
CL4049,Toni Fernandez,individual
CL4050,Kaylee Dunn MD,individual
CL4051,Dominique Gibson,business
CL4052,Lauren Williams,business
CL4053,Courtney King,business
CL4054,Colleen Garcia,individual
CL4055,Justin Estrada,business
CL4056,Kristin Thompson,business
CL4057,Erik Vaughan,business
CL4058,Justin Gill,individual
CL4059,Dawn Berry,business
CL4060,Kathryn Baker,business
CL4061,Robin Castro,business
CL4062,Jessica Bailey,business
CL4063,Jason Stephenson,individual
CL4064,Elizabeth Patel,business
CL4065,Adam Carlson,business
CL4066,Monica Torres,business
CL4067,Zachary King,business
CL4068,Anne Sims,individual
CL4069,Edwin Shah,business
CL4070,Elizabeth King,business
CL4071,Donna Stevenson,business
CL4072,April Davis,individual
CL4073,Katherine Potter,business
CL4074,Thomas Forbes,individual
CL4075,Sara Robinson,business
CL4076,Allison Edwards,business
CL4077,Eric Miller MD,business
CL4078,Derrick Torres,business
CL4079,Megan Drake,business
CL4080,Brian Parker,business
CL4081,Joseph Doyle,business
CL4082,Rachel Peterson,business
CL4083,Dr. Angela Flores DVM,business
CL4084,Rebecca Figueroa,individual
CL4085,Jennifer Blankenship,business
CL4086,Wyatt Morgan,business
CL4087,Courtney Mcneil,business
CL4088,Zachary Cooper,business
CL4089,Sarah Weaver,business
CL4090,Christopher Davis,business
CL4091,Kimberly Turner,business
CL4092,Caitlyn Keith,individual
CL4093,Robert Montgomery,business
CL4094,Mark White,individual
CL4095,Amy Green,business
CL4096,Crystal Hanson,individual
CL4097,James Barber,business
CL4098,Brent Davis,business
CL4099,Mary Wilson,individual
CL4100,April Ayers,business
CL4101,Kelly Silva,individual
CL4102,Mark Wolfe,individual
CL4103,Amanda Frazier,business
CL4104,Tiffany Floyd,business
CL4105,Nicole Matthews,business
CL4106,Melissa Roberson,business
CL4107,Amy Estrada,business
CL4108,Glen Cox,business
CL4109,Elizabeth Oliver,business
CL4110,Jeremy Barrera,business
CL4111,Victoria Warren,business
CL4112,Caroline Moore,business
CL4113,Mr. Shawn Bruce,business
CL4114,Maria Christian,business
CL4115,Zoe White,individual
CL4116,Amy Jennings,individual
CL4117,Michele Gutierrez MD,individual
CL4118,Lori Perez,business
CL4119,Dawn Perez,business
CL4120,Kathryn Torres,individual
CL4121,Janet Harris,individual
CL4122,Travis Torres,individual
CL4123,Alyssa Bryant,business
CL4124,Tyler Chavez,business
CL4125,Christine Eaton,business
CL4126,Thomas Barron,individual
CL4127,Candace Saunders,individual
CL4128,Thomas Rios,business
CL4129,Paul Hill,business
CL4130,Jennifer Wilson,individual
CL4131,Melinda Cook,business
CL4132,Diana Bauer,business
CL4133,Mark Ross,business
CL4134,Karen Santos,individual
CL4135,Jacob Turner,individual
CL4136,Brent Baker MD,business
CL4137,Steven Lara,business
CL4138,Cameron Stout,business
CL4139,Henry Newman Jr.,individual
CL4140,Antonio Gardner,individual
CL4141,Cynthia Edwards,business
CL4142,Karen Zimmerman,business
CL4143,Susan Lang,business
CL4144,Christian Glenn,individual
CL4145,Benjamin Hanson,individual
CL4146,Jeffrey Mayer,business
CL4147,Melissa Edwards,business
CL4148,Jennifer Blake,business
CL4149,Francis Mitchell,business
CL4150,Tina Howard,business
CL4151,Kimberly Wallace,business
CL4152,Ashlee Cooper,business
CL4153,Bryan Blair,business
CL4154,Angela Duarte,business
CL4155,Diana Evans,business
CL4156,Allison Johnson,business
CL4157,Kelly Taylor,individual
CL4158,Debra Ortiz MD,business
CL4159,Kelly Rice,business
CL4160,Christina French,individual
CL4161,Timothy Baker,business
CL4162,Rachel Chandler,individual
CL4163,Rachel Cooper,business
CL4164,Danielle Stevenson,individual
CL4165,Anthony Rivera,individual
CL4166,Sharon Ward,business
CL4167,Ryan Moran,business
CL4168,Jacqueline Fox,business
CL4169,Tammy Garcia,business
CL4170,Amy Sanchez,business
CL4171,Becky Stephenson,business
CL4172,Robin Davis,business
CL4173,Kevin Daniels,business
CL4174,William Avery,business
CL4175,Joseph Obrien,business
CL4176,Sara Lee,individual
CL4177,Jason Barnes,business
CL4178,Patricia Graves,individual
CL4179,Brendan May,individual
CL4180,Dawn Pittman,business
CL4181,William Brown,individual
CL4182,Keith Carter,business
CL4183,Brian Morales,business
CL4184,Anthony Silva,individual
CL4185,Crystal Jensen,business
CL4186,Carlos Moore,business
CL4187,David Jackson,business
CL4188,Dawn Hamilton,business
CL4189,Rebekah Lee,business
CL4190,Brianna Chambers,business
CL4191,Derek Peterson,business
CL4192,James Contreras,individual
CL4193,David Todd,individual
CL4194,Maria Stone,business
CL4195,Jeffrey English,individual
CL4196,Eddie Parker,individual
CL4197,Ann Jones,business
CL4198,Melissa Griffith,individual
CL4199,Kelsey Allen,business
CL4200,William Flores,business
CL4201,Brad Thompson,individual
CL4202,Colleen Bryan,individual
CL4203,Tammy Reid,individual
CL4204,Brian Branch,business
CL4205,Stephen Gonzalez,business
CL4206,Victoria Wright,individual
CL4207,Tara Torres,business
CL4208,Scott Adams,individual
CL4209,David Rivera,business
CL4210,Robert Bryant,business
CL4211,David Diaz MD,individual
CL4212,Dana Hernandez,individual
CL4213,Jason Mills,business
CL4214,Loretta Mclaughlin,business
CL4215,Leslie Williams,business
CL4216,Briana Massey,individual
CL4217,Mrs. Crystal Callahan,business
CL4218,Timothy Garcia,individual
CL4219,Jordan Farmer,individual
CL4220,Steve Smith,business
CL4221,Katherine Reid,business
CL4222,Susan Duncan,individual
CL4223,Terry Flores,individual
CL4224,Ashley Acevedo,business
CL4225,April Anthony,business
CL4226,Karen Collins,business
CL4227,Justin Wilkerson,business
CL4228,Henry Stevens,business
CL4229,Kristina Hernandez,business
CL4230,David Bradley,business
CL4231,Tina Peters,business
CL4232,Nancy Estrada,individual
CL4233,Justin Buchanan,business
CL4234,Gary Reyes,individual
CL4235,Erin Miller,business
CL4236,Elizabeth Kennedy,business
CL4237,Miss Donna Graham DDS,business
CL4238,Elijah Allen,business
CL4239,Jennifer Barker,individual
CL4240,David Moreno,business
CL4241,Ethan Spencer,individual
CL4242,Charles Manning,business
CL4243,Erin Bauer MD,business
CL4244,Antonio White,business
CL4245,Hannah Mccullough,business
CL4246,Michael Arnold,individual
CL4247,Olivia Riggs,business
CL4248,Cathy Rodriguez,business
CL4249,Barbara Gregory,individual
CL4250,Anne Richards,business
CL4251,Jennifer Clark,business
CL4252,Jennifer Hunt,individual
CL4253,Teresa Medina,individual
CL4254,Robert Leblanc,individual
CL4255,Cassandra Warren,business
CL4256,Rick Stephens,business
CL4257,Monica Odonnell,individual
CL4258,Jeremy Brown,business
CL4259,Frank Brandt,business
CL4260,William Anderson,business
CL4261,Christian Hamilton,business
CL4262,Tyler Gray,individual
CL4263,Dr. John Mcbride,business
CL4264,Amy Martinez,individual
CL4265,Emily Ross,business
CL4266,Jennifer Shea,individual
CL4267,Jeremy Bean,business
CL4268,Alicia Martin,business
CL4269,Rebecca Smith,business
CL4270,Elizabeth Berg,business
CL4271,Heather Leonard,individual
CL4272,Steven Howard,business
CL4273,Patrick Davis,individual
CL4274,Derek Tucker,individual
CL4275,Robert Cobb,business
CL4276,Colleen Roy,individual
CL4277,Kelly Williams,individual
CL4278,Brandon Wagner,business
CL4279,Randy Perez,business
CL4280,Dakota Lucas,individual
CL4281,Dr. Kim Brewer,individual
CL4282,Isaac Allen,individual
CL4283,Jason Harvey,individual
CL4284,Melissa Smith,business
CL4285,Michael Riggs,business
CL4286,Jennifer Mcdaniel,individual
CL4287,Christopher Moore,business
CL4288,Caroline Krueger,individual
CL4289,Jennifer Scott,business
CL4290,Angela Martinez,business
CL4291,Michelle Smith,business
CL4292,Darius Larson,business
CL4293,Tiffany Moore,individual
CL4294,Melissa Hobbs,business
CL4295,Edward Hall,business
CL4296,Amber Miller,individual
CL4297,Kimberly Adams,business
CL4298,Natalie Potter,business
CL4299,Lori Diaz,business
CL4300,Brandon Salazar,business
CL4301,Marcus Smith,individual
CL4302,Samuel Clark,business
CL4303,Shane Davila,individual
CL4304,Matthew Anderson,individual
CL4305,Anthony Benitez,business
CL4306,Elizabeth Andersen,business
CL4307,Natalie Avila,business
CL4308,Sarah Neal,business
CL4309,Douglas Gonzalez,business
CL4310,John Hall,business
CL4311,Gene Norman,business
CL4312,Alexander Ramos,business
CL4313,Jennifer Bowen,business
CL4314,Melissa Russell,individual
CL4315,Kristy Baker,business
CL4316,Tyrone Rodriguez,business
CL4317,Meagan Beck,individual
CL4318,Jennifer Smith,business
CL4319,Kristina Cook,business
CL4320,Mark Johnson,business
CL4321,Christopher Chase,business
CL4322,Jack House,individual
CL4323,James Andrews,individual
CL4324,Marcus Schneider,individual
CL4325,Michael Hicks,individual
CL4326,Eddie White,business
CL4327,Darren Kidd,business
CL4328,Andrew Elliott,individual
CL4329,Samantha Bauer,business
CL4330,Glenn Brown,individual
CL4331,Sarah Hawkins,individual
CL4332,Brooke Holmes,business
CL4333,Heather Morrison,business
CL4334,Richard Chandler,individual
CL4335,Steven Reynolds,individual
CL4336,Kristina Munoz,business
CL4337,Ann Carter,individual
CL4338,Michael Campos,individual
CL4339,Ellen Gregory,individual
CL4340,Christine Taylor,individual
CL4341,Zachary Vasquez,business
CL4342,Nancy Brown,individual
CL4343,Meagan Wong,business
CL4344,Eric Torres,business
CL4345,Jane Hall,business
CL4346,Carly Love,individual
CL4347,Daniel Ortiz,individual
CL4348,Chad Waters,business
CL4349,Cesar Allison,business
CL4350,Karen Branch,business
CL4351,Michael Reynolds,individual
CL4352,Mr. Marvin Berry DDS,business
CL4353,Christopher Hays,business
CL4354,Eugene Stevens,business
CL4355,Veronica Jackson,business
CL4356,Crystal Ayala,business
CL4357,Susan Collins,business
CL4358,Dylan Chapman,business
CL4359,Christopher Browning,business
CL4360,Yolanda Jones,individual
CL4361,Nicholas Murray,business
CL4362,Joseph Vasquez,individual
CL4363,Micheal Diaz,individual
CL4364,Jennifer Edwards,business
CL4365,Emily Morales,individual
CL4366,Rhonda White,business
CL4367,Melissa Butler,individual
CL4368,Margaret Ramsey,business
CL4369,Mark Sampson,individual
CL4370,Kelly Navarro,individual
CL4371,Jeremiah Vargas,business
CL4372,James Stein,individual
CL4373,Kevin Morris,individual
CL4374,Jill Jones,business
CL4375,Jessica Mills,business
CL4376,Cristian Herman,business
CL4377,Jack Zamora,business
CL4378,Tina Mcguire,business
CL4379,Bradley Barnes,individual
CL4380,Allen Patterson DDS,individual
CL4381,Jill Webster,individual
CL4382,Felicia Waters,business
CL4383,Tamara Jacobson,business
CL4384,Leah Johnson,business
CL4385,Nancy Grimes,individual
CL4386,Thomas Montes,business
CL4387,Jennifer Webster,individual
CL4388,John Snow,business
CL4389,Elizabeth Smith,business
CL4390,Alexis Wagner,business
CL4391,Kristine Moreno,business
CL4392,Stephen Thompson,business
CL4393,Marie Mccullough,business
CL4394,Austin Price,business
CL4395,Mckenzie Hanna,business
CL4396,Andrew Villarreal,individual
CL4397,Ms. Mary Harvey,business
CL4398,Kelly Roberson,business
CL4399,Miss Katie Reyes MD,business
CL4400,Christina Medina,business
CL4401,David Craig,individual
CL4402,Antonio Shelton,individual
CL4403,Anne Vaughn,business
CL4404,Charles Miller,individual
CL4405,Lauren Gonzalez,individual
CL4406,Jimmy Tate,individual
CL4407,Bradley Williamson,individual
CL4408,Jeffrey Porter,business
CL4409,Bradley Friedman,individual
CL4410,Jennifer Stokes,business
CL4411,Mary Stanley,business
CL4412,Janet Morgan,individual
CL4413,Deanna Hayes,business
CL4414,Matthew Hart,individual
CL4415,Jessica Norris,individual
CL4416,Steven Banks,business
CL4417,Maria Wagner,business
CL4418,Tyler Wilson,business
CL4419,Mr. Joshua Diaz,business
CL4420,Rodney Tate,individual
CL4421,Richard White,business
CL4422,Jordan Wang,business
CL4423,Dennis Harrison,individual
CL4424,Jonathan Peters,business
CL4425,Allen Johnson,individual
CL4426,Angel Hodge,business
CL4427,Caleb Hoffman,business
CL4428,Maurice Moreno,individual
CL4429,James Mendez,business
CL4430,Matthew Murphy,business
CL4431,Edward Webb,business
CL4432,Bruce Moore,business
CL4433,Paula Price,business
CL4434,Joseph King,individual
CL4435,Joshua Blair,business
CL4436,Ann Avila,business
CL4437,Kelly Ochoa,business
CL4438,Jerry Mccullough,individual
CL4439,Destiny Johnson,individual
CL4440,Rachael Hutchinson,business
CL4441,Patrick Fox,business
CL4442,Cynthia Nolan,business
CL4443,Kathy Bates,individual
CL4444,Rhonda Edwards,business
CL4445,Lindsay Schmidt,business
CL4446,Debra Young,business
CL4447,Luis Cross,individual
CL4448,Michelle Sparks,business
CL4449,Ronald Davis,individual
CL4450,Justin Morgan,business
CL4451,Rachel Young,business
CL4452,Brenda Contreras,business
CL4453,Steve Williams,business
CL4454,Kevin Hawkins,business
CL4455,Christopher Thomas,individual
CL4456,Carlos Woods,business
CL4457,Joshua Rogers,individual
CL4458,Larry Williams,business
CL4459,Mr. Timothy Malone,individual
CL4460,Anthony Santana,business
CL4461,Lydia Patterson,business
CL4462,Stuart White,business
CL4463,Alan Barton,business
CL4464,William Rush,business
CL4465,Erika Santos,business
CL4466,Kelly Guerrero,individual
CL4467,Gregory Holloway,business
CL4468,Donna Smith,business
CL4469,David Palmer,business
CL4470,Susan Chapman,individual
CL4471,Olivia Beck,individual
CL4472,Nathan Huerta,individual
CL4473,Victor Hart,business
CL4474,Jackie Taylor,individual
CL4475,Carmen Campbell,individual
CL4476,Crystal Wiggins,individual
CL4477,Mason Bennett,business
CL4478,Amy Barr,individual
CL4479,Jeremy White,business
CL4480,Edward Baldwin,individual
CL4481,Lori Martinez,business
CL4482,Christopher Wood,business
CL4483,Laura West,business
CL4484,Nicole Moran MD,individual
CL4485,Amy White,business
CL4486,Kristine Perez,business
CL4487,Donna Robertson,business
CL4488,Michael Huerta,business
CL4489,Michael Smith,business
CL4490,Pam Norman,business
CL4491,Diana Gibson,business
CL4492,Rodney Clay,business
CL4493,Aaron Miller,business
CL4494,Lisa Fitzgerald,business
CL4495,Joanne Sawyer,business
CL4496,Denise Phillips,business
CL4497,Travis Robinson,business
CL4498,John Howard,individual
CL4499,David Johnson,business
CL4500,Thomas Stanley,individual
CL4501,Lori Joseph,business
CL4502,Mrs. Jennifer Dunn,business
CL4503,Brendan Perkins,business
CL4504,Rebecca Daniels,individual
CL4505,Brittney Allen,individual
CL4506,Joseph Mosley,business
CL4507,Matthew Sanders,business
CL4508,Michael Alexander,business
CL4509,Jamie Mclaughlin,individual
CL4510,Nicole Harvey,business
CL4511,Tammy Pruitt,individual
CL4512,Alexis Hodge,business
CL4513,Lori Lloyd,business
CL4514,Christine Montes,individual
CL4515,Elizabeth Mitchell,business
CL4516,Shawna Shepherd,business
CL4517,James Cox,business
CL4518,Ashley Lee,business
CL4519,Doris Brown,business
CL4520,Christina Torres,business
CL4521,Abigail Walls,business
CL4522,Lynn Adams DVM,business
CL4523,Kevin Harper,business
CL4524,William Martinez,business
CL4525,Paul Shelton,business
CL4526,Savannah Torres,business
CL4527,Gary Eaton,individual
CL4528,Elizabeth Johnson,business
CL4529,Lauren Carlson,individual
CL4530,Stephanie Buckley,individual
CL4531,David Morrison,business
CL4532,Debra Brown,individual
CL4533,Lisa Noble,business
CL4534,Heather Hurst,individual
CL4535,Dorothy Powers,business
CL4536,Michael Lopez,individual
CL4537,Jacqueline Walker,business
CL4538,Amy Martin,business
CL4539,Melissa Alvarado,business
CL4540,Samuel Miranda,business
CL4541,Benjamin Wilson,business
CL4542,Jeremy Stephens,individual
CL4543,Heather Spence,individual
CL4544,Elizabeth Vasquez,business
CL4545,Jennifer Hall,business
CL4546,Amanda Jordan,individual
CL4547,Hannah Fuentes,business
CL4548,Duane Hughes,business
CL4549,Ronald Ramos,individual
CL4550,Seth Brown,business
CL4551,Kevin Flynn,individual
CL4552,Jose Pena,business
CL4553,Brittany Rosales,business
CL4554,Ronald Walsh,business
CL4555,Brian Brown,business
CL4556,Marilyn Ford,business
CL4557,Elijah Brown,individual
CL4558,Stephanie Harris,individual
CL4559,Shannon Murray,individual
CL4560,Lee Watson,business
CL4561,Sarah Davis,business
CL4562,Randy Vaughn,individual
CL4563,Jennifer Warren,business
CL4564,Brooke Wolfe,individual
CL4565,Lauren Phillips,individual
CL4566,Heidi Lopez,individual
CL4567,Mrs. Madison Thompson MD,individual
CL4568,Kenneth Peck,business
CL4569,Patricia Crawford,business
CL4570,Jason May,business
CL4571,Kimberly Payne,individual
CL4572,Shane Walker,business
CL4573,Patricia Gordon,business
CL4574,Mr. Zachary Ortiz DVM,individual
CL4575,Scott Ward,individual
CL4576,David Dorsey,business
CL4577,Ryan Ward,business
CL4578,Jackie Hunter,business
CL4579,Lucas Liu II,business
CL4580,Eric Cardenas,business
CL4581,Hannah Tapia,business
CL4582,Christopher Rojas,business
CL4583,Brian Bishop,business
CL4584,Amanda Bradford,business
CL4585,Lori Parker,individual
CL4586,Heather Mendoza,business
CL4587,Christopher Nelson,business
CL4588,George Mathews,business
CL4589,Miguel Salazar,individual
CL4590,Erin Monroe,business
CL4591,Candice Waller,business
CL4592,Jill Frey,individual
CL4593,Cameron Brown,individual
CL4594,William Lozano,business
CL4595,Stephanie Anderson,business
CL4596,Christopher Cuevas,business
CL4597,Antonio Garner,individual
CL4598,Erica Reyes,business
CL4599,Richard Compton,individual
CL4600,Jenna Walker,business
CL4601,Margaret Mcguire,business
CL4602,Stephanie Bowman,business
CL4603,Jamie Young,individual
CL4604,Maria Bradley,business
CL4605,Krista Johnson,business
CL4606,Jason Keller,individual
CL4607,Cassidy Rogers,business
CL4608,Ryan Jones,individual
CL4609,Timothy Edwards,business
CL4610,Adrian Curry,business
CL4611,Allen Anderson Jr.,business
CL4612,Jessica Reyes,individual
CL4613,Kristin Hoffman,business
CL4614,Robert Sutton,business
CL4615,Nicholas Thomas,individual
